C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_08_798.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_08_798.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_08_798.jpg, 0, 0, 0, 7.805462E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_08_901.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_08_901.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_08_901.jpg, 0, 0, 0, 7.882104E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_006.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_006.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_006.jpg, 0, 0, 0, 7.820887E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_109.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_109.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_109.jpg, 0, 0, 0, 8.02051E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_211.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_211.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_211.jpg, 0, 0, 0, 7.942051E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_313.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_313.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_313.jpg, 0, 0, 0, 7.791718E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_418.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_418.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_418.jpg, 0, 0, 0, 7.841734E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_524.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_524.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_524.jpg, 0, 0, 0, 7.864035E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_630.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_630.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_630.jpg, 0, 0, 0, 7.96035E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_732.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_732.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_732.jpg, 0, 0, 0, 7.854308E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_832.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_832.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_832.jpg, 0, 0, 0, 7.817098E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_09_938.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_09_938.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_09_938.jpg, 0, 0, 0, 7.89062E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_045.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_045.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_045.jpg, 0, 0, 0, 7.850044E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_150.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_150.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_150.jpg, 0, 0, 0, 7.862115E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_322.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_322.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_322.jpg, 0, 0, 0, 7.832624E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_429.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_429.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_429.jpg, 0, 0, 0, 7.923039E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_534.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_534.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_534.jpg, 0, 0, 0, 7.811611E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_638.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_638.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_638.jpg, 0, 0, 0, 7.820724E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_747.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_747.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_747.jpg, 0, 0, 0, 7.859206E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_847.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_847.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_847.jpg, 0, 0, 0, 7.830821E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_10_952.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_10_952.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_10_952.jpg, 0, 0, 0, 7.928809E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_11_058.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_11_058.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_11_058.jpg, 0, 0, 0, 7.826129E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_11_169.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_11_169.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_11_169.jpg, 0, 0, 0, 7.815239E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_11_291.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_11_291.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_11_291.jpg, 0, 0, 0, 7.899654E-05
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_11_391.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_11_391.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_11_391.jpg, 0, 0.3032451, 0, 0.2214398
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_11_497.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_11_497.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_11_497.jpg, 0, 0.6182688, 0, 0.9425814
C:\Users\Chirag\Desktop\master tttttt\data\IMG\center_2020_01_23_03_08_11_598.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\left_2020_01_23_03_08_11_598.jpg, C:\Users\Chirag\Desktop\master tttttt\data\IMG\right_2020_01_23_03_08_11_598.jpg, 0, 0.8936851, 0, 1.904585
